store_id,type,title,price,currency,description,payment_status,classification,category,booth_url,github_release_url,source_repo,source_original,source_original_exists,stripe_product_name,stripe_price_amount,stripe_payment_link_target,tax_code_candidate,tax_code_memo,store_url,metadata_json,memo
dake_column_memo,app,ずっとメモ,300,JPY,"1本のメモを、列に流して見渡します。

・1本のメモを列に流して表示します。
・1～4列の段組表示に切り替えできます。
・自動保存・起動時復元に対応しています。
・Windows向けexeです。

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,メモ,https://peakheadz.booth.pm/items/8447582,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Column_Memo_v1.0.0,DAKE_series,01_apps/DAKE_Column_Memo/ORIGINAL.md,yes,ずっとメモ,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_column_memo,"{""booth_url"": ""https://peakheadz.booth.pm/items/8447582"", ""dake_item_id"": ""dake_column_memo"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Column_Memo_v1.0.0"", ""source_original"": ""01_apps/DAKE_Column_Memo/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_column_memo""}",ready for Stripe Payment Link planning
dake_document_cover,app,Dake書類送付状,500,JPY,"相手方と本文を入力してA4送付状PDFを作成します。

・書類送付状PDF作成アプリ
・宛先・送付内容・作成者情報に対応
・A4縦PDF出力
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,書類,https://peakheadz.booth.pm/items/8447586,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Document_Cover-v1.0.0,DAKE_series,01_apps/DAKE_Document_Cover/ORIGINAL.md,yes,Dake書類送付状,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_document_cover,"{""booth_url"": ""https://peakheadz.booth.pm/items/8447586"", ""dake_item_id"": ""dake_document_cover"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Document_Cover-v1.0.0"", ""source_original"": ""01_apps/DAKE_Document_Cover/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_document_cover""}",ready for Stripe Payment Link planning
dake_fax_cover,app,DakeFAX送付状,500,JPY,"送信先と内容を入力してA4縦のFAX送付状PDFを作成します。

・FAX送付状PDF作成アプリ
・送信先・FAX情報・送信内容に対応
・A4縦PDF出力
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,書類,https://peakheadz.booth.pm/items/8447589,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_FAX_Cover_v1.0.0,DAKE_series,01_apps/DAKE_FAX_Cover/ORIGINAL.md,yes,DakeFAX送付状,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_fax_cover,"{""booth_url"": ""https://peakheadz.booth.pm/items/8447589"", ""dake_item_id"": ""dake_fax_cover"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_FAX_Cover_v1.0.0"", ""source_original"": ""01_apps/DAKE_FAX_Cover/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_fax_cover""}",ready for Stripe Payment Link planning
dake_folder_list,app,Dakeフォルダ一覧,300,JPY,指定フォルダの構成、ファイル名、拡張子、サイズ、更新日時を一覧化できるWindows向けアプリです。,booth_only,stripe_candidate,ファイル / 一覧,https://peakheadz.booth.pm/items/8447591,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Folder_List_v1.0.0,DAKE_series,01_apps/DAKE_Folder_List/ORIGINAL.md,yes,Dakeフォルダ一覧,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_folder_list,"{""booth_url"": ""https://peakheadz.booth.pm/items/8447591"", ""dake_item_id"": ""dake_folder_list"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Folder_List_v1.0.0"", ""source_original"": ""01_apps/DAKE_Folder_List/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_folder_list""}",ready for Stripe Payment Link planning
dake_image_heictojpg,app,HEIC→JPG変換,500,JPY,"HEIC画像をJPGへ変換します。

・HEIC→JPG変換アプリ
・複数ファイル・フォルダ追加に対応
・元ファイルと同じ場所へ保存
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,画像,https://peakheadz.booth.pm/items/8447596,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Image_HEICtoJPG_v1.0.0,DAKE_series,01_apps/DAKE_Image_HEICtoJPG/ORIGINAL.md,yes,HEIC→JPG変換,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_image_heictojpg,"{""booth_url"": ""https://peakheadz.booth.pm/items/8447596"", ""dake_item_id"": ""dake_image_heictojpg"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Image_HEICtoJPG_v1.0.0"", ""source_original"": ""01_apps/DAKE_Image_HEICtoJPG/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_image_heictojpg""}",ready for Stripe Payment Link planning
dake_image_iphonetopc,app,Dake画像iPhoneToPC,500,JPY,"QRコード経由でiPhone写真をPCへ送ります。

・iPhone写真受信アプリ
・QRコード読み取りで接続
・同じWi-Fi上でPCへ保存
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,画像,https://peakheadz.booth.pm/items/8447598,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Image_iPhoneToPC_v1.0.0,DAKE_series,01_apps/DAKE_Image_iPhoneToPC/ORIGINAL.md,yes,Dake画像iPhoneToPC,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_image_iphonetopc,"{""booth_url"": ""https://peakheadz.booth.pm/items/8447598"", ""dake_item_id"": ""dake_image_iphonetopc"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Image_iPhoneToPC_v1.0.0"", ""source_original"": ""01_apps/DAKE_Image_iPhoneToPC/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_image_iphonetopc""}",ready for Stripe Payment Link planning
dake_image_receiver,app,DakeImage_Receiver,500,JPY,"スマホから画像をこのPCへ送ります。

・スマホ画像受信アプリ
・QRコード接続に対応
・画像をPC側へ保存
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,画像,https://peakheadz.booth.pm/items/8447600,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Image_Receiver_v1.0.0,DAKE_series,01_apps/DAKE_Image_Receiver/ORIGINAL.md,yes,DakeImage_Receiver,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_image_receiver,"{""booth_url"": ""https://peakheadz.booth.pm/items/8447600"", ""dake_item_id"": ""dake_image_receiver"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Image_Receiver_v1.0.0"", ""source_original"": ""01_apps/DAKE_Image_Receiver/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_image_receiver""}",ready for Stripe Payment Link planning
dake_image_topdf,app,DakeImageToPDF,500,JPY,"画像1枚をA4のPDFに変換します。

・画像→PDF変換アプリ
・ドラッグ＆ドロップ対応
・A4縦横の自動判定
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,画像/PDF,https://peakheadz.booth.pm/items/8397610,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Image_ToPDF_v1.0.0,DAKE_series,01_apps/DAKE_Image_ToPDF/ORIGINAL.md,yes,DakeImageToPDF,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_image_topdf,"{""booth_url"": ""https://peakheadz.booth.pm/items/8397610"", ""dake_item_id"": ""dake_image_topdf"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Image_ToPDF_v1.0.0"", ""source_original"": ""01_apps/DAKE_Image_ToPDF/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_image_topdf""}",ready for Stripe Payment Link planning
dake_launcher,app,Dakeランチャー,300,JPY,"DAKEシリーズ各アプリを1クリックで起動します。

・DAKEシリーズ各アプリを1クリックで起動するランチャー
・各アプリの `README.md` にある `DAKE_META` から一覧生成
・exe 未検出時の場所指定に対応
・最近使ったアプリを最大2件まで記録
・勝手な整理・移動・削除は行いません

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,補助ツール,https://peakheadz.booth.pm/items/8447994,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Launcher_v1.0.0,DAKE_series,01_apps/DAKE_Launcher/ORIGINAL.md,yes,Dakeランチャー,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_launcher,"{""booth_url"": ""https://peakheadz.booth.pm/items/8447994"", ""dake_item_id"": ""dake_launcher"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Launcher_v1.0.0"", ""source_original"": ""01_apps/DAKE_Launcher/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_launcher""}",ready for Stripe Payment Link planning
dake_mail_allstaff,app,Dake全社員メール起動,300,JPY,"宛先、CC、件名入りの全社員宛メール作成画面を開きます。

・全社員宛メールを開くアプリ
・宛先・CC・件名を保存可能
・メールアドレス貼り付け自動整形
・本文なし・自動送信なし
・実務向け軽量ツール

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,メール,https://peakheadz.booth.pm/items/8447998,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Mail_AllStaff_v1.0.0,DAKE_series,01_apps/DAKE_Mail_AllStaff/ORIGINAL.md,yes,Dake全社員メール起動,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_mail_allstaff,"{""booth_url"": ""https://peakheadz.booth.pm/items/8447998"", ""dake_item_id"": ""dake_mail_allstaff"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Mail_AllStaff_v1.0.0"", ""source_original"": ""01_apps/DAKE_Mail_AllStaff/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_mail_allstaff""}",ready for Stripe Payment Link planning
dake_mail_kikuta,app,Dake菊田メール,300,JPY,"菊田宛のメール作成画面を開きます。

・菊田宛メール起動アプリ
・件名・本文入力に対応
・既定メーラーで作成画面を開く
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,メール,https://peakheadz.booth.pm/items/8448003,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Mail_Kikuta_v1.0.0,DAKE_series,01_apps/DAKE_Mail_Kikuta/ORIGINAL.md,yes,Dake菊田メール,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_mail_kikuta,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448003"", ""dake_item_id"": ""dake_mail_kikuta"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Mail_Kikuta_v1.0.0"", ""source_original"": ""01_apps/DAKE_Mail_Kikuta/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_mail_kikuta""}",ready for Stripe Payment Link planning
dake_mail_list,app,Dakeメールリスト,300,JPY,"Outlookの.msgメールから、
会社名・お名前・メールアドレスをCSVに整理します。

・.msg からCSV整理
・メール送信なし
・会社名、お名前、メールアドレスだけ抽出
・ローカル完結
・Windows向け

集めたメールを、
実務で扱いやすい一覧にします。",booth_only,stripe_candidate,メール,https://peakheadz.booth.pm/items/8448014,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Mail_List_v1.0.0,DAKE_series,01_apps/DAKE_Mail_List/ORIGINAL.md,yes,Dakeメールリスト,300,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_mail_list,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448014"", ""dake_item_id"": ""dake_mail_list"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Mail_List_v1.0.0"", ""source_original"": ""01_apps/DAKE_Mail_List/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_mail_list""}",ready for Stripe Payment Link planning
dake_mansion_schedule,app,マンション工程表,500,JPY,"マンション管理会社へ提出するための、リフォーム工事工程表を作成します。
工事進捗管理ではなく、管理会社提出用の工程表作成アプリです。

・土日を含む45日間の工期内で、合計28営業日の初期工程を自動入力
・土日は表示し、工事バーは平日のみに表示
・チェックした工事だけをPDF出力
・自由工事欄に任意の工事を追加可能
・PDFは出力日時付きファイル名で保存

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,作業補助,https://peakheadz.booth.pm/items/8448169,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Mansion_Schedule_v1.0.0,DAKE_series,01_apps/DAKE_Mansion_Schedule/ORIGINAL.md,yes,マンション工程表,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_mansion_schedule,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448169"", ""dake_item_id"": ""dake_mansion_schedule"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_Mansion_Schedule_v1.0.0"", ""source_original"": ""01_apps/DAKE_Mansion_Schedule/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_mansion_schedule""}",ready for Stripe Payment Link planning
dake_pdf_checkstamp,app,Dake確認印,500,JPY,"PDFに名字と日付入りの確認印を押します。

・PDF確認印アプリ
・名字と日付入りの印影に対応
・クリック位置へ押印
・Windows向けexe

実務の流れを、
少し静かにするための道具です。",booth_only,stripe_candidate,PDF,https://peakheadz.booth.pm/items/8448176,https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_CheckStamp_v1.0.0,DAKE_series,01_apps/DAKE_PDF_CheckStamp/ORIGINAL.md,yes,Dake確認印,500,yes,txcd_10202003,downloadable prewritten software for business use candidate; confirm tax treatment,https://store.dakeapp.com/product/?id=dake_pdf_checkstamp,"{""booth_url"": ""https://peakheadz.booth.pm/items/8448176"", ""dake_item_id"": ""dake_pdf_checkstamp"", ""dake_type"": ""app"", ""github_release_url"": ""https://github.com/yukiPHZ/dake-series/releases/tag/DAKE_PDF_CheckStamp_v1.0.0"", ""source_original"": ""01_apps/DAKE_PDF_CheckStamp/ORIGINAL.md"", ""source_repo"": ""DAKE_series"", ""store_url"": ""https://store.dakeapp.com/product/?id=dake_pdf_checkstamp""}",ready for Stripe Payment Link planning
